place-0,7.18943261396,15.0899973672
place-1,5.60727114682,16.7338912869
place-2,5.03476313419,16.7571126654
place-3,5.20505695116,15.7619420041
place-4,7.73727210473,15.7242641645
place-5,4.11119768437,14.274551364
place-6,4.22439014964,15.2576540626
place-7,5.31651319675,13.9115524181
place-8,3.21618273698,16.2906498663
place-9,4.58688968824,15.4321638552
place-10,2.90081762694,15.188759084
place-11,3.74573993922,15.6392356617
place-12,5.34702741976,17.5312595443
place-13,6.8228547636,16.1776607173
place-14,5.11213150122,16.3336952366
place-15,6.32686787073,15.9003909745
place-16,5.3177161293,17.5048161167
place-17,5.52657672461,15.3112677613
place-18,4.92740020729,14.0219931579
place-19,4.98756177328,15.6969781927
place-20,6.099298536,15.5088652994
place-21,4.6432341614,12.8878170121
place-22,5.89061896879,16.1375120634
place-23,5.37671541537,17.378185368
place-24,6.40081675593,14.3169471121
place-25,4.4235887147,16.1774965773
place-26,6.48403683921,15.1554255901
place-27,4.79535577246,14.2080043509
place-28,4.89677504084,12.9734874293
place-29,6.67669361016,13.8610585656
place-30,5.05528951007,17.7372850338
place-31,6.92530493612,14.9661696176
place-32,5.01381801672,16.9971831572
place-33,5.64182625506,14.8210670497
place-34,18.4543560916,16.0104757106
place-35,19.6731797332,14.4546182863
place-36,17.5815379938,17.9028889844
place-37,19.865942406,15.5845193582
place-38,19.1155236563,14.2840664294
place-39,19.1651710888,15.9488944645
place-40,19.337617932,16.6408299383
place-41,19.8924690522,16.9250586277
place-42,19.9100335617,14.4903039385
place-43,18.8450018115,16.6199953251
place-44,19.139336886,16.5915783821
place-45,19.656570262,16.0239779139
place-46,18.6549413046,16.0861766716
place-47,18.3129304965,15.0872713082
place-48,18.5847425254,16.4459029937
place-49,18.8633513897,14.72302012
place-50,17.2285522406,15.1075420393
place-51,19.7966866684,14.7669200888
place-52,19.5668927545,14.692317461
place-53,19.4317162113,17.6427660255
place-54,19.1932783316,15.520031833
place-55,17.3932907946,15.8660254727
place-56,19.4559021146,16.9640148358
place-57,19.5071973096,15.8234287388
place-58,19.988198993,15.1090101053
place-59,18.8520773874,14.9663292115
place-60,18.3105091231,16.908573975
place-61,19.867383948,18.0475782293
place-62,18.8969189874,16.6853740135
place-63,19.5055401979,15.3098348501
place-64,18.6802497736,16.9802016581
place-65,18.948450102,16.3721989228
place-66,19.6353894718,16.8709652077
place-67,2.94087118748,2.34913407452
place-68,5.53803896355,3.92790570171
place-69,1.67098466551,3.59634842748
place-70,6.35713061679,6.72281695368
place-71,4.29513740792,4.86201094681
place-72,3.27849724549,5.48592557929
place-73,3.74091402445,3.85796252503
place-74,3.9061533368,6.11981107535
place-75,4.98364828948,4.71180630563
place-76,3.10428723667,3.64083448998
place-77,3.71506778272,5.21506641914
place-78,4.27804590558,5.1105507929
place-79,5.11253969725,5.43894056611
place-80,4.83453725734,4.36720389448
place-81,4.04625075512,6.19616505812
place-82,4.84294922161,3.46970497914
place-83,4.81220162227,5.35319388151
place-84,3.72734344222,5.68872580149
place-85,3.87443978008,3.90207654531
place-86,4.7517921789,5.21344546075
place-87,4.7437815159,5.0875712879
place-88,6.38246210097,5.21185357794
place-89,1.97026270771,5.04975135969
place-90,5.53661961344,4.40795973228
place-91,5.07876764207,5.07817374879
place-92,3.43402759994,4.50270426712
place-93,4.99072857003,2.73922978959
place-94,3.19995168231,5.25255387958
place-95,4.36086744748,5.24648862574
place-96,4.88273663152,5.33736445689
place-97,3.75778661967,4.08640786044
place-98,2.63486643022,5.09621791642
place-99,5.41336361786,5.49156413587
